Date,Nitrate,PH,DissolvedOxygen,Temperature
2025-03-13,9.2425,7.89125,12.289583333333333,7.00375
2025-03-14,8.99375,7.855833333333333,12.323749999999999,6.7179166666666665
2025-03-15,8.680833333333334,7.884166666666666,12.982083333333334,6.692916666666666
2025-03-16,8.592916666666666,7.889166666666667,13.333333333333334,6.101666666666667
2025-03-17,8.8,7.822083333333333,12.28875,7.4937499999999995
2025-03-18,8.62,7.826666666666667,11.687083333333334,9.586666666666668
2025-03-19,8.61875,7.986249999999999,12.282499999999999,8.734166666666667
2025-03-20,8.364166666666668,7.991666666666667,12.33375,8.94875
2025-03-21,7.976666666666667,8.0175,12.840416666666668,9.800833333333333
2025-03-22,9.60125,7.932083333333334,11.947083333333333,11.179583333333333
2025-03-23,10.698333333333332,7.780833333333334,10.605833333333333,11.132083333333334
2025-03-24,8.115833333333333,7.829166666666667,10.739166666666668,9.795416666666666
2025-03-25,8.875,7.947916666666667,11.686666666666667,10.149166666666668
2025-03-26,9.036666666666667,8.065416666666666,11.768749999999999,10.987916666666665
2025-03-27,8.882083333333332,8.043333333333333,11.810416666666667,10.976666666666667
2025-03-28,9.03625,8.0675,11.628333333333332,11.079583333333334
2025-03-29,8.672500000000001,8.128333333333334,11.946666666666667,10.769583333333335
2025-03-30,9.040000000000001,8.160416666666666,11.974166666666667,11.175416666666665
2025-03-31,8.82875,8.155,11.989166666666668,11.147916666666667
2025-04-01,8.8025,8.145,12.125416666666666,11.407916666666667
2025-04-02,9.033333333333333,8.116666666666667,11.907499999999999,11.54125
2025-04-03,9.299583333333333,8.145416666666668,12.119583333333333,11.915833333333333
2025-04-04,9.254583333333333,8.19,12.055,12.205833333333333
2025-04-05,9.061666666666666,8.191666666666666,12.002083333333333,12.3925
2025-04-06,9.30625,8.185416666666667,12.017083333333334,12.389583333333334
2025-04-07,10.187083333333334,8.162083333333333,11.715833333333334,12.1825
2025-04-08,10.47,8.102083333333333,11.518749999999999,12.095833333333333
2025-04-09,10.797916666666666,8.0725,11.522083333333335,12.068333333333333
2025-04-10,11.03125,8.0725,11.581249999999999,12.187083333333334
2025-04-11,11.292083333333332,8.048333333333334,11.470416666666667,12.38125
2025-04-12,11.580416666666666,8.041666666666666,11.340000000000002,12.715000000000002
2025-04-13,11.824166666666665,8.015833333333333,10.997916666666667,13.207083333333335
2025-04-14,11.582500000000001,7.979583333333333,10.729583333333332,13.139583333333334
2025-04-15,10.43375,7.897083333333334,10.195833333333333,13.032083333333333
2025-04-16,10.395833333333334,7.939583333333334,10.325416666666667,13.136249999999999
2025-04-17,10.393333333333333,7.92875,10.502083333333333,13.13375
2025-04-18,10.025833333333333,8.008750000000001,10.669583333333334,13.238750000000001
2025-04-19,9.967083333333333,8.005,10.6325,13.477083333333333
2025-04-20,9.681666666666667,8.022083333333333,10.620416666666666,13.46875
2025-04-21,9.581249999999999,8.039166666666667,10.45125,13.460416666666667
2025-04-22,9.96625,7.994583333333334,10.572083333333333,13.683333333333332
2025-04-23,9.676666666666668,7.949583333333333,10.480833333333333,13.53625
2025-04-24,9.332916666666668,8.007916666666667,10.581666666666667,13.847083333333332
2025-04-25,9.528333333333334,7.954999999999999,10.61125,13.560833333333333
2025-04-26,9.28375,7.989999999999999,10.7125,13.362083333333333
2025-04-27,9.68625,7.968333333333334,10.878333333333332,13.529583333333333
2025-04-28,9.5825,7.9558333333333335,10.847083333333332,13.83875
2025-04-29,9.45375,7.99125,10.702083333333334,14.411666666666667
2025-04-30,9.7675,7.96,10.441666666666666,15.042083333333332
2025-05-01,9.681666666666667,7.966666666666666,10.181666666666667,15.620416666666666
